column_int,column_float,column_string,column_date,column_timestamp,column_bool
870,332.53,didactic,2022-12-15,2022-11-28 13:12:15,false
812,443.27,static,2021-06-25,2021-11-27 02:13:47,true
295,830.67,solution,2023-04-01,2022-11-06 18:40:37,true
263,888.61,dedicated,2022-04-10,2021-01-22 20:32:24,true
441,261.65,paradigm,2023-02-21,2021-08-15 05:18:48,true
32,256.29,User-centric,2022-01-14,2020-10-09 08:05:16,true
205,129.39,responsive,2020-08-28,2022-07-23 07:22:34,false
401,319.57,access,2023-05-26,2022-12-06 22:37:36,false
877,110.33,background,2022-04-24,2021-04-20 03:09:07,false
408,311.54,Customer-focused,2022-04-29,2023-07-25 01:40:08,false
436,149.15,array,2023-08-03,2020-10-29 15:48:05,true
434,85.79,frame,2021-07-04,2022-04-29 00:19:56,false
265,795.11,demand-driven,2021-08-25,2021-10-31 03:22:42,false
914,914.04,asymmetric,2023-01-02,2023-05-22 10:22:01,false
80,834.7,multimedia,2020-11-25,2021-11-08 05:52:11,false
808,495.8,secondary,2023-07-07,2023-02-22 12:01:51,false
282,346.92,Open-architected,2023-04-10,2023-05-20 09:55:03,true
400,828.41,Multi-channelled,2021-06-07,2021-08-17 23:37:38,false
902,925.87,secondary,2021-08-24,2021-01-02 17:08:16,true
747,206.22,model,2021-02-26,2023-06-03 07:14:58,false
223,208.39,focus group,2020-12-20,2021-01-18 01:13:17,true
620,160.76,eco-centric,2023-02-08,2021-05-30 23:05:42,false
999,976.62,knowledge user,2021-12-29,2023-03-15 15:27:19,false
492,678.72,grid-enabled,2022-05-12,2023-06-09 00:45:04,true
378,436.08,systemic,2021-05-03,2021-12-01 07:55:18,true
410,580.02,Adaptive,2020-11-11,2021-05-27 19:13:56,false
7,258.24,Assimilated,2023-07-29,2022-09-12 02:34:14,false
250,297.96,Universal,2023-05-13,2022-03-11 15:35:57,false
963,241.02,foreground,2023-04-03,2022-05-06 03:34:38,true
610,549.76,Switchable,2022-04-29,2022-08-22 13:06:52,true
296,526.14,superstructure,2022-09-15,2023-02-07 17:32:16,false
375,339.32,Adaptive,2022-05-01,2022-06-19 05:45:22,true
808,701.77,Multi-tiered,2022-04-08,2023-03-09 10:38:41,true
988,542.56,framework,2022-12-10,2023-01-17 18:28:38,false
863,593.43,alliance,2023-04-11,2022-08-30 16:36:56,true
71,517.76,middleware,2022-01-06,2023-05-22 09:58:29,true
488,76.68,Organic,2022-05-06,2021-08-24 02:37:44,false
687,383.29,high-level,2023-01-30,2022-06-30 01:36:29,false
32,372.51,Graphical User Interface,2020-10-24,2023-06-19 16:36:17,false
151,15.87,paradigm,2022-07-19,2020-12-09 14:21:09,false
626,449.17,application,2021-08-01,2021-09-17 11:15:21,true
640,856.84,frame,2020-11-29,2021-03-27 10:08:52,false
836,489.68,directional,2023-03-16,2020-09-03 17:12:41,false
13,545.39,Extended,2021-07-17,2022-11-30 01:06:07,true
797,434.05,explicit,2022-09-27,2022-01-21 06:53:29,false
101,422.17,workforce,2022-11-18,2023-04-02 12:56:59,false
748,346.31,reciprocal,2021-01-27,2021-03-02 05:06:21,false
95,295.97,flexibility,2023-04-15,2021-10-05 13:31:24,false
259,868.05,disintermediate,2023-01-31,2022-01-03 03:00:04,true
178,84.18,4th generation,2021-02-13,2022-08-30 11:13:15,false
338,306.93,tangible,2022-01-16,2020-12-29 15:21:59,false
384,162.07,Optional,2022-10-19,2023-07-05 08:03:48,false
851,175.1,local,2023-02-02,2022-05-19 11:36:06,true
764,331.06,architecture,2022-08-12,2023-07-26 02:55:59,true
853,395.02,motivating,2022-04-16,2021-07-08 15:41:06,true
857,9.41,Open-architected,2023-01-15,2022-08-16 03:33:24,true
607,6.15,eco-centric,2022-12-17,2020-11-09 01:45:08,false
18,354.52,Mandatory,2020-12-18,2021-02-06 07:35:42,true
654,345.43,intermediate,2022-12-18,2022-11-24 20:44:36,false
645,382.86,solution,2020-12-07,2021-06-23 16:35:16,true
185,556.48,artificial intelligence,2020-10-25,2020-11-16 05:02:36,false
394,34.0,high-level,2021-06-22,2022-05-15 04:01:38,true
251,446.46,system engine,2023-04-04,2020-08-18 15:10:44,false
911,984.78,coherent,2023-05-23,2021-01-05 07:49:52,true
364,830.01,uniform,2021-12-23,2022-08-05 23:30:59,false
529,126.58,Phased,2022-09-06,2021-08-18 05:51:32,false
120,946.97,multimedia,2022-07-01,2022-09-26 17:52:05,false
934,418.88,systemic,2022-10-09,2022-12-21 10:05:34,true
56,815.4,mission-critical,2022-01-30,2020-12-05 03:28:45,false
419,537.49,complexity,2021-12-22,2021-08-30 17:16:33,true
834,6.09,open architecture,2022-05-10,2021-06-24 18:21:38,false
382,557.96,attitude-oriented,2022-05-13,2023-04-28 08:15:35,false
521,156.2,Digitized,2021-09-22,2020-12-26 10:56:41,true
914,742.58,content-based,2023-08-04,2023-06-19 09:26:55,true
190,148.12,Upgradable,2023-05-28,2022-02-14 11:53:39,false
24,503.07,motivating,2022-03-21,2021-08-07 03:56:53,false
803,836.54,budgetary management,2022-12-18,2022-05-23 07:34:59,true
101,32.54,exuding,2023-07-21,2023-04-23 07:33:19,true
284,658.83,stable,2023-02-21,2022-07-20 00:01:07,false
201,534.65,contextually-based,2021-08-24,2020-10-04 11:32:25,true
982,977.2,attitude,2022-04-02,2023-02-06 11:09:54,true
403,120.1,exuding,2022-08-06,2021-11-10 16:42:34,true
438,701.92,responsive,2022-01-29,2021-05-25 19:22:39,true
508,930.86,Horizontal,2022-05-20,2022-05-27 07:47:47,false
464,900.63,customer loyalty,2022-02-28,2022-01-23 22:42:15,false
508,713.91,algorithm,2022-05-01,2021-11-21 12:58:48,true
679,105.67,Reactive,2022-12-09,2021-09-19 21:31:42,false
553,514.12,cohesive,2023-03-25,2021-08-30 03:45:34,true
582,593.93,Ergonomic,2021-03-25,2022-02-06 16:06:57,false
550,701.76,moderator,2023-01-11,2023-07-21 15:06:28,true
435,449.34,monitoring,2021-05-08,2022-09-19 02:24:31,true
765,655.0,toolset,2023-06-01,2022-08-24 06:41:28,true
867,737.15,neural-net,2023-02-14,2021-01-13 05:44:11,true
572,2.57,circuit,2023-05-23,2023-06-12 09:41:21,true
42,200.38,responsive,2023-06-04,2023-04-13 13:35:32,false
626,160.89,Reduced,2022-03-30,2022-10-04 09:46:49,true
463,916.83,motivating,2020-10-04,2023-07-10 13:01:02,true
988,521.59,concept,2021-05-02,2022-12-17 18:58:44,false
705,610.26,contingency,2023-07-08,2022-07-10 07:46:00,true
894,237.51,Pre-emptive,2020-09-18,2021-07-18 08:42:38,false
128,901.16,Operative,2023-06-02,2022-12-04 18:07:03,true
17,779.95,Phased,2023-01-31,2022-03-07 10:24:00,false
258,230.97,radical,2021-04-08,2023-06-17 14:17:55,true
980,155.53,Devolved,2023-03-12,2022-02-13 11:03:18,true
881,448.15,neural-net,2022-04-21,2021-07-22 01:25:40,true
687,319.31,Digitized,2023-06-02,2022-06-16 18:20:02,false
318,748.65,Reverse-engineered,2022-08-26,2022-04-16 04:47:44,true
40,70.8,bandwidth-monitored,2021-03-29,2020-11-13 00:27:38,true
698,633.24,toolset,2023-07-31,2021-07-06 07:57:26,false
558,324.36,service-desk,2022-04-15,2020-11-01 13:09:41,false
23,188.1,Front-line,2022-02-06,2022-10-24 19:27:07,true
241,625.36,attitude-oriented,2020-12-06,2023-06-13 04:40:47,true
668,954.03,client-server,2023-06-01,2022-09-25 21:55:18,true
881,131.27,help-desk,2021-06-17,2021-11-07 15:05:48,false
350,277.58,bottom-line,2021-06-07,2021-12-18 22:52:33,false
883,905.76,Robust,2023-02-25,2021-11-27 13:23:23,true
7,714.67,modular,2022-03-08,2021-05-13 13:41:02,false
246,948.61,Robust,2022-07-04,2022-09-16 08:24:04,false
134,480.76,application,2021-08-31,2021-03-24 23:54:37,true
821,57.06,array,2022-07-01,2020-10-18 21:50:44,false
456,999.14,incremental,2023-06-23,2023-03-15 01:35:21,false
671,175.86,discrete,2020-12-06,2022-05-25 18:24:26,false
309,377.97,system engine,2021-08-21,2021-11-05 22:08:00,false
956,358.53,toolset,2022-12-04,2023-03-28 16:37:01,false
10,610.54,collaboration,2021-08-05,2022-04-08 08:01:19,false
664,15.28,benchmark,2023-07-07,2021-11-28 17:35:44,false
438,497.52,methodical,2021-10-04,2022-08-03 14:32:01,true
709,980.12,full-range,2022-11-15,2023-05-03 21:40:41,true
567,420.47,Centralized,2020-09-04,2021-01-09 22:38:16,true
70,934.66,uniform,2022-12-18,2022-03-29 22:24:00,true
984,298.23,leverage,2022-01-23,2020-08-18 13:12:33,true
754,318.51,Upgradable,2022-06-28,2021-12-05 09:05:15,true
388,520.67,initiative,2022-03-23,2022-01-15 12:13:45,true
649,372.2,collaboration,2021-08-07,2020-11-05 18:37:57,false
572,195.88,middleware,2022-03-04,2021-06-26 20:06:36,false
592,345.75,encryption,2023-04-03,2020-09-21 06:49:34,false
590,688.81,logistical,2022-07-25,2022-06-20 18:08:49,false
751,203.56,Open-architected,2021-11-30,2022-07-31 10:31:29,false
366,391.73,flexibility,2020-12-14,2022-08-10 18:08:29,true
384,44.08,framework,2022-08-16,2021-11-09 19:18:38,false
164,659.05,high-level,2021-11-02,2023-03-10 12:39:03,false
98,643.52,definition,2022-05-16,2022-05-03 10:42:56,true
394,602.43,intranet,2021-10-23,2022-06-28 09:27:30,false
654,696.31,interactive,2022-06-01,2023-01-05 06:15:16,false
648,640.4,leading edge,2023-02-19,2023-03-28 01:44:33,true
568,539.88,holistic,2022-07-12,2021-04-13 06:17:56,false
626,94.9,global,2021-04-10,2021-03-22 12:54:10,true
561,308.05,firmware,2022-12-05,2021-08-14 04:40:16,false
654,303.05,superstructure,2023-07-03,2021-10-24 01:12:48,true
